turn,text,response,predict_domain,target_domain,predict_intent,target_intent,predict_faq,target_faq,predict_entities,target_entities,predict_action,target_action,domain_correct,intent_correct,entities_correct,faq_correct,action_correct
0,sai rồi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_deny,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,không đúng rùi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_deny,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,mình từ chối nhá,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_deny,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,cảm ơn ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_thank,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,thank you,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_thank,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,mình cảm ơn nhiều,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_thank,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,da tạ ạ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_thank,position(da),unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,cảm ơn vì giúp mình,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_thank,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,rất cảm ơn timi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_thank,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,tks bot,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/general_thank,,unknown,None,unknown,Correct,Correct,Wrong,Wrong,Correct
0,timi là ai,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_intro,,unknown,None,/utter_self_ask_intro {},Correct,Correct,Wrong,Wrong,Wrong
0,giới thiệu bản thân nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_intro,,unknown,None,/utter_self_ask_intro {},Correct,Correct,Wrong,Wrong,Wrong
0,bạn là ai vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_intro,,unknown,None,/utter_self_ask_intro {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình biết thông tin về bạn đi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_intro,,unknown,None,/utter_self_ask_intro {},Correct,Correct,Wrong,Wrong,Wrong
0,tự giới thiệu bản thân đi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_intro,,unknown,None,/utter_self_ask_intro {},Correct,Correct,Wrong,Wrong,Wrong
0,what your name,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_name,,unknown,None,/utter_self_ask_name {},Correct,Correct,Wrong,Wrong,Wrong
0,name full của timi là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_name,,unknown,None,/utter_self_ask_name {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có tên đầy đủ là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_name,,unknown,None,/utter_self_ask_name {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có họ nguyễn hả,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_name,,unknown,None,/utter_self_ask_name {},Correct,Correct,Wrong,Wrong,Wrong
0,tên khải sinh của bạn là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_name,,unknown,None,/utter_self_ask_name {},Correct,Correct,Wrong,Wrong,Wrong
0,timi là gái hay trai thế,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_gender,,unknown,None,/utter_self_ask_gender {},Correct,Correct,Wrong,Wrong,Wrong
0,timi nghe giống con gái nha,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_gender,,unknown,None,/utter_self_ask_gender {},Correct,Correct,Wrong,Wrong,Wrong
0,giới tính của timi là gì thế,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_gender,,unknown,None,/utter_self_ask_gender {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có bị bê đê không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_gender,,unknown,None,/utter_self_ask_gender {},Correct,Correct,Wrong,Wrong,Wrong
0,cho mình hỏi giới tính của mi là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_gender,,unknown,None,/utter_self_ask_gender {},Correct,Correct,Wrong,Wrong,Wrong
0,timi sinh nhật ngày nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_birthday,,unknown,None,/utter_self_ask_birthday {},Correct,Correct,Wrong,Wrong,Wrong
0,timi sinh ngày mấy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_birthday,,unknown,None,/utter_self_ask_birthday {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có sinh nhật không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_birthday,,unknown,None,/utter_self_ask_birthday {},Correct,Correct,Wrong,Wrong,Wrong
0,timi ra đời khi nào vậy,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_birthday,,unknown,None,/utter_self_ask_birthday {},Correct,Correct,Wrong,Wrong,Wrong
0,sinh nhật của timi ngày nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_birthday,,unknown,None,/utter_self_ask_birthday {},Correct,Correct,Wrong,Wrong,Wrong
0,timi nặng mấy ký,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_weight,,unknown,None,/utter_self_ask_weight {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có nặng lắm không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_weight,,unknown,None,/utter_self_ask_weight {},Correct,Correct,Wrong,Wrong,Wrong
0,mình xin cân nặng của timi được không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_weight,,unknown,None,/utter_self_ask_weight {},Correct,Correct,Wrong,Wrong,Wrong
0,cho xin cân nặng của timi được nha,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_weight,,unknown,None,/utter_self_ask_weight {},Correct,Correct,Wrong,Wrong,Wrong
0,timi béo hay gầy nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_weight,,unknown,None,/utter_self_ask_weight {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có phải cao 1m52 không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_height,,unknown,None,/utter_self_ask_height {},Correct,Correct,Wrong,Wrong,Wrong
0,timi cao bao nhiêu,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_height,position(ba),unknown,None,/utter_self_ask_height {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có bị lùn không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_height,,unknown,None,/utter_self_ask_height {},Correct,Correct,Wrong,Wrong,Wrong
0,timi bao tầm bao nhiêu mét,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_height,"position(ba), position(ba)",unknown,None,/utter_self_ask_height {},Correct,Correct,Wrong,Wrong,Wrong
0,chiều cao của mi bao nhiêu,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_height,position(ba),unknown,None,/utter_self_ask_height {},Correct,Correct,Wrong,Wrong,Wrong
0,timi biết nói tiếng anh không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_language,language(tiếng anh),unknown,None,/utter_self_ask_language {},Correct,Correct,Wrong,Wrong,Wrong
0,timi dùng tiếng việt hả,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_language,language(tiếng việt),unknown,None,/utter_self_ask_language {},Correct,Correct,Wrong,Wrong,Wrong
0,timi biết nói tiếng lào không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_language,language(tiếng lào),unknown,None,/utter_self_ask_language {},Correct,Correct,Wrong,Wrong,Wrong
0,timi nói được mấy thứ tiếng,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_language,,unknown,None,/utter_self_ask_language {},Correct,Correct,Wrong,Wrong,Wrong
0,timi nói được những ngôn ngữ nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_language,,unknown,None,/utter_self_ask_language {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có giỏi không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_smart,,unknown,None,/utter_self_ask_smart {},Correct,Correct,Wrong,Wrong,Wrong
0,mi chắc giỏi lắm hả,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_smart,,unknown,None,/utter_self_ask_smart {},Correct,Correct,Wrong,Wrong,Wrong
0,trình độ của bot tốt lắm đúng k?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_smart,,unknown,None,/utter_self_ask_smart {},Correct,Correct,Wrong,Wrong,Wrong
0,mi thông minh đến cỡ nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_smart,,unknown,None,/utter_self_ask_smart {},Correct,Correct,Wrong,Wrong,Wrong
0,độ smart của mi đến đâu,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_smart,,unknown,None,/utter_self_ask_smart {},Correct,Correct,Wrong,Wrong,Wrong
0,hôm nay tôi bị cảm lạnh rồi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/chitchat_user_feel_sick,,unknown,None,/utter_user_feel_sick {},Correct,Correct,Wrong,Wrong,Wrong
0,chắc mình bị say nắng mất rồi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/chitchat_user_feel_sick,,unknown,None,/utter_user_feel_sick {},Correct,Correct,Wrong,Wrong,Wrong
0,mình đau đầu quá timi ơi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/chitchat_user_feel_sick,,unknown,None,/utter_user_feel_sick {},Correct,Correct,Wrong,Wrong,Wrong
0,dạy này bụng cứ bị đau hoài,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/chitchat_user_feel_sick,,unknown,None,/utter_user_feel_sick {},Correct,Correct,Wrong,Wrong,Wrong
0,mình bị sốt timi ơi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/chitchat_user_feel_sick,,unknown,None,/utter_user_feel_sick {},Correct,Correct,Wrong,Wrong,Wrong
0,timi dịu dàng hay hung dữ nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_character,,unknown,None,/utter_self_ask_character {},Correct,Correct,Wrong,Wrong,Wrong
0,tính cách timi thế nào,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_character,product(cá),unknown,None,/utter_self_ask_character {},Correct,Correct,Wrong,Wrong,Wrong
0,làm sao biết tính cách timi nhỉ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_character,product(cá),unknown,None,/utter_self_ask_character {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có thích đùa không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_character,,unknown,None,/utter_self_ask_character {},Correct,Correct,Wrong,Wrong,Wrong
0,timi vui tính chứ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_character,,unknown,None,/utter_self_ask_character {},Correct,Correct,Wrong,Wrong,Wrong
0,ai tạo ra timi đó,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_creator,,unknown,None,/utter_self_ask_creator {},Correct,Correct,Wrong,Wrong,Wrong
0,bố mẹ timi là ai thế,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_creator,,unknown,None,/utter_self_ask_creator {},Correct,Correct,Wrong,Wrong,Wrong
0,ai tạo ra timi thế,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_creator,,unknown,None,/utter_self_ask_creator {},Correct,Correct,Wrong,Wrong,Wrong
0,nguồn gốc timi là ở đâu thế,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_creator,,unknown,None,/utter_self_ask_creator {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có xuất xứ từ đâu,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_creator,,unknown,None,/utter_self_ask_creator {},Correct,Correct,Wrong,Wrong,Wrong
0,timi biết làm gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_features,,unknown,None,/utter_self_ask_features {},Correct,Correct,Wrong,Wrong,Wrong
0,timi biết kể chuyện không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_features,,unknown,None,/utter_self_ask_features {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có hát được không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_features,,unknown,None,/utter_self_ask_features {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có tính năng gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_features,,unknown,None,/utter_self_ask_features {},Correct,Correct,Wrong,Wrong,Wrong
0,biết tự chơi game chứ timi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_features,product(ga),unknown,None,/utter_self_ask_features {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích ăn gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_food {},Correct,Correct,Wrong,Wrong,Wrong
0,timi ăn bánh không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_food {},Correct,Correct,Wrong,Wrong,Wrong
0,ăn bưởi không timi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_food {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích ăn cơm hay bún,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_food {},Correct,Correct,Wrong,Wrong,Wrong
0,món nào timi thích nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_food {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích phim gì nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_film {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có thích harry potter không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,position(po),unknown,None,/utter_self_ask_favorite_film {},Correct,Correct,Wrong,Wrong,Wrong
0,timi khoái phim nào nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_film {},Correct,Correct,Wrong,Wrong,Wrong
0,loại phim timi hay coi là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_film {},Correct,Correct,Wrong,Wrong,Wrong
0,phim hài timi có thích không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_film {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích bài hát gì nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_song {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có thích unstopable không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,position(pa),unknown,None,/utter_self_ask_favorite_song {},Correct,Correct,Wrong,Wrong,Wrong
0,timi yêu thích ca sĩ nào nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_song {},Correct,Correct,Wrong,Wrong,Wrong
0,loại nhạc timi hay nghe là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_song {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích nghe nhạc không lời không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_song {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có thích chơi thể thao không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_sport {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích bóng đá không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_sport {},Correct,Correct,Wrong,Wrong,Wrong
0,bida timi có thích không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,position(da),unknown,None,/utter_self_ask_favorite_sport {},Correct,Correct,Wrong,Wrong,Wrong
0,thể thao nào timi thích nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_sport {},Correct,Correct,Wrong,Wrong,Wrong
0,môn thể thao nào timi thích nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_sport {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích đọc truyện tranh không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,product(truyện tranh),unknown,None,/utter_self_ask_favorite_book {},Correct,Correct,Wrong,Wrong,Wrong
0,loại truyện nào timi thích nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_book {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có đọc sách lịch sử không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_book {},Correct,Correct,Wrong,Wrong,Wrong
0,sách lĩnh vực nào thì timi thích đọc nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_book {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có sách của nguyễn nhật ánh không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,person_name(nguyễn nhật ánh),unknown,None,/utter_self_ask_favorite_book {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích đi du lịch không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_travel {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có khoái đi tham quan khám phá không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_travel {},Correct,Correct,Wrong,Wrong,Wrong
0,du lịch khắp nơi timi có thích không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_travel {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích đi du lịch dâu nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_travel {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có là tín đồ du lịch,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_travel {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích màu hồng không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_color {},Correct,Correct,Wrong,Wrong,Wrong
0,màu đen là màu timi thích hả,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_color {},Correct,Correct,Wrong,Wrong,Wrong
0,màu đen huyền bí là gu màu của timi hả,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_color {},Correct,Correct,Wrong,Wrong,Wrong
0,màu nào là màu timi thích nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_color {},Correct,Correct,Wrong,Wrong,Wrong
0,xảnh đỏ là loại màu mi khoái nhất hả,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_color {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích làm gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_doing {},Correct,Correct,Wrong,Wrong,Wrong
0,sở thích timi là gì,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_doing {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có thích làm bánh in không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_doing {},Correct,Correct,Wrong,Wrong,Wrong
0,nấu ăn timi có thích không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_doing {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có ưa thích việc vào bếp không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_doing {},Correct,Correct,Wrong,Wrong,Wrong
0,timi thích chơi game gì nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,product(ga),unknown,None,/utter_self_ask_favorite_game {},Correct,Correct,Wrong,Wrong,Wrong
0,timi chơi pubg không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_game {},Correct,Correct,Wrong,Wrong,Wrong
0,timi chơi war3 cùng mình k?,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,,unknown,None,/utter_self_ask_favorite_game {},Correct,Correct,Wrong,Wrong,Wrong
0,loại game nào timi thích chơi nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,product(ga),unknown,None,/utter_self_ask_favorite_game {},Correct,Correct,Wrong,Wrong,Wrong
0,game phiêu lưu timi thích chơi chứ,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_hobby,product(ga),unknown,None,/utter_self_ask_favorite_game {},Correct,Correct,Wrong,Wrong,Wrong
0,timi ghét gì nhất,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_dislike,,unknown,None,/utter_self_ask_dislike {},Correct,Correct,Wrong,Wrong,Wrong
0,timi sợ nhện không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_dislike,,unknown,None,/utter_self_ask_dislike {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có sợ bóng đêm không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_dislike,,unknown,None,/utter_self_ask_dislike {},Correct,Correct,Wrong,Wrong,Wrong
0,timi có sợ chó cắn không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_dislike,,unknown,None,/utter_self_ask_dislike {},Correct,Correct,Wrong,Wrong,Wrong
0,chó cắn timi sợ không,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_dislike,,unknown,None,/utter_self_ask_dislike {},Correct,Correct,Wrong,Wrong,Wrong
0,có người yêu chưa timi,,ftech_assistant,ftech_assistant,faq,faq,unknown,faq/self_ask_have_lover,,unknown,None,/utter_self_ask_have_lover {},Correct,Correct,Wrong,Wrong,Wrong
